Diffusion.Coefficient;example.distribution
 9990000;9,986101e-01
10000000;9,986190e-01
10010000;9,986279e-01
10020000;9,986366e-01
10030000;9,986452e-01
10040000;9,986539e-01
10050000;9,986625e-01
10060000;9,986712e-01
10070000;9,986798e-01
10080000;9,986883e-01
10090000;9,986967e-01
10100000;9,987051e-01
10110000;9,987136e-01
10120000;9,987220e-01
10130000;9,987304e-01
10140000;9,987386e-01
10150000;9,987468e-01
10160000;9,987550e-01
10170000;9,987632e-01
10180000;9,987714e-01
10190000;9,987796e-01
10200000;9,987876e-01
10210000;9,987956e-01
10220000;9,988035e-01
10230000;9,988115e-01
10240000;9,988195e-01
10250000;9,988275e-01
10260000;9,988352e-01
10270000;9,988430e-01
10280000;9,988507e-01
10290000;9,988584e-01
10300000;9,988662e-01
10310000;9,988739e-01
10320000;9,988817e-01
10330000;9,988892e-01
10340000;9,988967e-01
10350000;9,989042e-01
10360000;9,989118e-01
10370000;9,989193e-01
10380000;9,989268e-01
10390000;9,989341e-01
10400000;9,989414e-01
10410000;9,989487e-01
10420000;9,989560e-01
10430000;9,989632e-01
10440000;9,989705e-01
10450000;9,989778e-01
10460000;9,989849e-01
10470000;9,989919e-01
10480000;9,989990e-01
10490000;9,990061e-01
10500000;9,990131e-01
10510000;9,990202e-01
10520000;9,990270e-01
10530000;9,990339e-01
10540000;9,990407e-01
10550000;9,990475e-01
10560000;9,990544e-01
10570000;9,990612e-01
10580000;9,990680e-01
10590000;9,990746e-01
10600000;9,990812e-01
10610000;9,990879e-01
10620000;9,990945e-01
10630000;9,991011e-01
10640000;9,991077e-01
10650000;9,991141e-01
10660000;9,991204e-01
10670000;9,991268e-01
10680000;9,991332e-01
10690000;9,991396e-01
10700000;9,991459e-01
10710000;9,991521e-01
10720000;9,991582e-01
10730000;9,991644e-01
10740000;9,991705e-01
10750000;9,991767e-01
10760000;9,991828e-01
10770000;9,991890e-01
10780000;9,991949e-01
10790000;9,992008e-01
10800000;9,992068e-01
10810000;9,992127e-01
10820000;9,992186e-01
10830000;9,992245e-01
10840000;9,992302e-01
10850000;9,992359e-01
10860000;9,992416e-01
10870000;9,992473e-01
10880000;9,992530e-01
10890000;9,992587e-01
10900000;9,992644e-01
10910000;9,992699e-01
10920000;9,992753e-01
10930000;9,992808e-01
10940000;9,992863e-01
10950000;9,992917e-01
10960000;9,992972e-01
10970000;9,993024e-01
10980000;9,993077e-01
10990000;9,993129e-01
11000000;9,993182e-01
11010000;9,993234e-01
11020000;9,993286e-01
11030000;9,993339e-01
11040000;9,993389e-01
11050000;9,993439e-01
11060000;9,993489e-01
11070000;9,993539e-01
11080000;9,993589e-01
11090000;9,993640e-01
11100000;9,993687e-01
11110000;9,993735e-01
11120000;9,993783e-01
11130000;9,993831e-01
11140000;9,993879e-01
11150000;9,993927e-01
11160000;9,993974e-01
11170000;9,994020e-01
11180000;9,994066e-01
11190000;9,994111e-01
11200000;9,994157e-01
11210000;9,994202e-01
11220000;9,994248e-01
11230000;9,994291e-01
11240000;9,994334e-01
11250000;9,994378e-01
11260000;9,994421e-01
11270000;9,994464e-01
11280000;9,994508e-01
11290000;9,994551e-01
11300000;9,994592e-01
11310000;9,994633e-01
11320000;9,994674e-01
11330000;9,994715e-01
11340000;9,994756e-01
11350000;9,994797e-01
11360000;9,994836e-01
11370000;9,994874e-01
11380000;9,994913e-01
11390000;9,994952e-01
11400000;9,994990e-01
11410000;9,995029e-01
11420000;9,995068e-01
11430000;9,995104e-01
11440000;9,995141e-01
11450000;9,995177e-01
11460000;9,995214e-01
11470000;9,995250e-01
11480000;9,995287e-01
11490000;9,995323e-01
11500000;9,995357e-01
11510000;9,995391e-01
11520000;9,995426e-01
11530000;9,995460e-01
11540000;9,995494e-01
11550000;9,995528e-01
11560000;9,995562e-01
11570000;9,995596e-01
11580000;9,995628e-01
11590000;9,995660e-01
11600000;9,995692e-01
11610000;9,995724e-01
11620000;9,995756e-01
11630000;9,995788e-01
11640000;9,995820e-01
11650000;9,995849e-01
11660000;9,995879e-01
11670000;9,995909e-01
11680000;9,995938e-01
11690000;9,995968e-01
11700000;9,995997e-01
11710000;9,996027e-01
11720000;9,996057e-01
11730000;9,996084e-01
11740000;9,996111e-01
11750000;9,996139e-01
11760000;9,996166e-01
11770000;9,996193e-01
11780000;9,996221e-01
11790000;9,996248e-01
11800000;9,996275e-01
11810000;9,996300e-01
11820000;9,996325e-01
11830000;9,996350e-01
11840000;9,996376e-01
11850000;9,996401e-01
11860000;9,996426e-01
11870000;9,996451e-01
11880000;9,996476e-01
11890000;9,996501e-01
11900000;9,996524e-01
11910000;9,996546e-01
11920000;9,996569e-01
11930000;9,996592e-01
11940000;9,996615e-01
11950000;9,996638e-01
11960000;9,996660e-01
11970000;9,996683e-01
11980000;9,996706e-01
11990000;9,996726e-01
12000000;9,996747e-01
12010000;9,996767e-01
12020000;9,996788e-01
12030000;9,996808e-01
12040000;9,996829e-01
12050000;9,996849e-01
12060000;9,996870e-01
12070000;9,996890e-01
12080000;9,996911e-01
12090000;9,996929e-01
12100000;9,996947e-01
12110000;9,996966e-01
12120000;9,996984e-01
12130000;9,997002e-01
12140000;9,997020e-01
12150000;9,997038e-01
12160000;9,997057e-01
12170000;9,997075e-01
12180000;9,997093e-01
12190000;9,997111e-01
12200000;9,997130e-01
12210000;9,997146e-01
12220000;9,997162e-01
12230000;9,997177e-01
12240000;9,997193e-01
12250000;9,997209e-01
12260000;9,997225e-01
12270000;9,997241e-01
12280000;9,997257e-01
12290000;9,997273e-01
12300000;9,997289e-01
12310000;9,997305e-01
12320000;9,997321e-01
12330000;9,997337e-01
12340000;9,997351e-01
12350000;9,997364e-01
12360000;9,997378e-01
12370000;9,997392e-01
12380000;9,997405e-01
12390000;9,997419e-01
12400000;9,997433e-01
12410000;9,997446e-01
12420000;9,997460e-01
12430000;9,997474e-01
12440000;9,997487e-01
12450000;9,997501e-01
12460000;9,997515e-01
12470000;9,997528e-01
12480000;9,997542e-01
12490000;9,997553e-01
12500000;9,997565e-01
12510000;9,997576e-01
12520000;9,997588e-01
12530000;9,997599e-01
12540000;9,997610e-01
12550000;9,997622e-01
12560000;9,997633e-01
12570000;9,997644e-01
12580000;9,997656e-01
12590000;9,997667e-01
12600000;9,997679e-01
12610000;9,997690e-01
12620000;9,997701e-01
12630000;9,997713e-01
12640000;9,997724e-01
12650000;9,997736e-01
12660000;9,997747e-01
12670000;9,997758e-01
12680000;9,997770e-01
12690000;9,997781e-01
12700000;9,997793e-01
12710000;9,997802e-01
12720000;9,997811e-01
12730000;9,997820e-01
12740000;9,997829e-01
12750000;9,997838e-01
12760000;9,997847e-01
12770000;9,997856e-01
12780000;9,997865e-01
12790000;9,997875e-01
12800000;9,997884e-01
12810000;9,997893e-01
12820000;9,997902e-01
12830000;9,997911e-01
12840000;9,997920e-01
12850000;9,997929e-01
12860000;9,997938e-01
12870000;9,997947e-01
12880000;9,997957e-01
12890000;9,997966e-01
12900000;9,997975e-01
12910000;9,997984e-01
12920000;9,997993e-01
12930000;9,998002e-01
12940000;9,998011e-01
12950000;9,998020e-01
12960000;9,998029e-01
12970000;9,998039e-01
12980000;9,998048e-01
12990000;9,998057e-01
13000000;9,998066e-01
13010000;9,998075e-01
13020000;9,998084e-01
13030000;9,998093e-01
13040000;9,998102e-01
13050000;9,998111e-01
13060000;9,998121e-01
13070000;9,998130e-01
13080000;9,998139e-01
13090000;9,998148e-01
13100000;9,998157e-01
13110000;9,998164e-01
13120000;9,998171e-01
13130000;9,998178e-01
13140000;9,998184e-01
13150000;9,998191e-01
13160000;9,998198e-01
13170000;9,998205e-01
13180000;9,998212e-01
13190000;9,998219e-01
13200000;9,998225e-01
13210000;9,998232e-01
13220000;9,998239e-01
13230000;9,998246e-01
13240000;9,998253e-01
13250000;9,998260e-01
13260000;9,998266e-01
13270000;9,998273e-01
13280000;9,998280e-01
13290000;9,998287e-01
13300000;9,998294e-01
13310000;9,998301e-01
13320000;9,998307e-01
13330000;9,998314e-01
13340000;9,998321e-01
13350000;9,998328e-01
13360000;9,998335e-01
13370000;9,998342e-01
13380000;9,998348e-01
13390000;9,998355e-01
13400000;9,998362e-01
13410000;9,998369e-01
13420000;9,998376e-01
13430000;9,998383e-01
13440000;9,998389e-01
13450000;9,998396e-01
13460000;9,998403e-01
13470000;9,998410e-01
13480000;9,998417e-01
13490000;9,998424e-01
13500000;9,998430e-01
13510000;9,998437e-01
13520000;9,998444e-01
13530000;9,998451e-01
13540000;9,998458e-01
13550000;9,998465e-01
13560000;9,998471e-01
13570000;9,998478e-01
13580000;9,998485e-01
13590000;9,998492e-01
13600000;9,998499e-01
13610000;9,998506e-01
13620000;9,998512e-01
13630000;9,998519e-01
13640000;9,998526e-01
13650000;9,998533e-01
13660000;9,998540e-01
13670000;9,998547e-01
13680000;9,998553e-01
13690000;9,998560e-01
13700000;9,998567e-01
13710000;9,998574e-01
13720000;9,998581e-01
13730000;9,998588e-01
13740000;9,998594e-01
13750000;9,998601e-01
13760000;9,998608e-01
13770000;9,998615e-01
13780000;9,998622e-01
13790000;9,998629e-01
13800000;9,998635e-01
13810000;9,998642e-01
13820000;9,998649e-01
13830000;9,998656e-01
13840000;9,998663e-01
13850000;9,998670e-01
13860000;9,998676e-01
13870000;9,998683e-01
13880000;9,998690e-01
13890000;9,998697e-01
13900000;9,998704e-01
13910000;9,998711e-01
13920000;9,998717e-01
13930000;9,998724e-01
13940000;9,998731e-01
13950000;9,998738e-01
13960000;9,998745e-01
13970000;9,998752e-01
13980000;9,998758e-01
13990000;9,998765e-01
14000000;9,998772e-01
14010000;9,998779e-01
14020000;9,998786e-01
14030000;9,998793e-01
14040000;9,998799e-01
14050000;9,998806e-01
14060000;9,998813e-01
14070000;9,998820e-01
14080000;9,998827e-01
14090000;9,998834e-01
14100000;9,998840e-01
14110000;9,998847e-01
14120000;9,998854e-01
14130000;9,998861e-01
14140000;9,998868e-01
14150000;9,998875e-01
14160000;9,998881e-01
14170000;9,998888e-01
14180000;9,998895e-01
14190000;9,998902e-01
14200000;9,998909e-01
14210000;9,998916e-01
14220000;9,998922e-01
14230000;9,998929e-01
14240000;9,998936e-01
14250000;9,998943e-01
14260000;9,998950e-01
14270000;9,998957e-01
14280000;9,998963e-01
14290000;9,998970e-01
14300000;9,998977e-01
14310000;9,998984e-01
14320000;9,998991e-01
14330000;9,998998e-01
14340000;9,999004e-01
14350000;9,999011e-01
14360000;9,999018e-01
14370000;9,999025e-01
14380000;9,999032e-01
14390000;9,999039e-01
14400000;9,999045e-01
14410000;9,999052e-01
14420000;9,999059e-01
14430000;9,999066e-01
14440000;9,999073e-01
14450000;9,999080e-01
14460000;9,999086e-01
14470000;9,999093e-01
14480000;9,999100e-01
14490000;9,999107e-01
14500000;9,999114e-01
14510000;9,999121e-01
14520000;9,999127e-01
14530000;9,999134e-01
14540000;9,999141e-01
14550000;9,999148e-01
14560000;9,999155e-01
14570000;9,999162e-01
14580000;9,999168e-01
14590000;9,999175e-01
14600000;9,999182e-01
14610000;9,999189e-01
14620000;9,999196e-01
14630000;9,999203e-01
14640000;9,999210e-01
14650000;9,999216e-01
14660000;9,999223e-01
14670000;9,999230e-01
14680000;9,999237e-01
14690000;9,999244e-01
14700000;9,999251e-01
14710000;9,999257e-01
14720000;9,999264e-01
14730000;9,999271e-01
14740000;9,999278e-01
14750000;9,999285e-01
14760000;9,999292e-01
14770000;9,999298e-01
14780000;9,999305e-01
14790000;9,999312e-01
14800000;9,999319e-01
14810000;9,999326e-01
14820000;9,999333e-01
14830000;9,999339e-01
14840000;9,999346e-01
14850000;9,999353e-01
14860000;9,999360e-01
14870000;9,999367e-01
14880000;9,999374e-01
14890000;9,999380e-01
14900000;9,999387e-01
14910000;9,999394e-01
14920000;9,999401e-01
14930000;9,999408e-01
14940000;9,999415e-01
14950000;9,999421e-01
14960000;9,999428e-01
14970000;9,999435e-01
14980000;9,999442e-01
14990000;9,999449e-01
15000000;9,999456e-01
15010000;9,999462e-01
15020000;9,999469e-01
15030000;9,999476e-01
15040000;9,999483e-01
15050000;9,999490e-01
15060000;9,999497e-01
15070000;9,999503e-01
15080000;9,999510e-01
15090000;9,999517e-01
15100000;9,999524e-01
15110000;9,999531e-01
15120000;9,999538e-01
15130000;9,999542e-01
15140000;9,999547e-01
15150000;9,999551e-01
15160000;9,999556e-01
15170000;9,999560e-01
15180000;9,999565e-01
15190000;9,999569e-01
15200000;9,999574e-01
15210000;9,999579e-01
15220000;9,999583e-01
15230000;9,999588e-01
15240000;9,999592e-01
15250000;9,999597e-01
15260000;9,999601e-01
15270000;9,999606e-01
15280000;9,999610e-01
15290000;9,999615e-01
15300000;9,999620e-01
15310000;9,999624e-01
15320000;9,999629e-01
15330000;9,999633e-01
15340000;9,999638e-01
15350000;9,999642e-01
15360000;9,999647e-01
15370000;9,999651e-01
15380000;9,999656e-01
15390000;9,999661e-01
15400000;9,999665e-01
15410000;9,999670e-01
15420000;9,999674e-01
15430000;9,999679e-01
15440000;9,999683e-01
15450000;9,999688e-01
15460000;9,999692e-01
15470000;9,999697e-01
15480000;9,999702e-01
15490000;9,999706e-01
15500000;9,999711e-01
15510000;9,999715e-01
15520000;9,999720e-01
15530000;9,999724e-01
15540000;9,999729e-01
15550000;9,999733e-01
15560000;9,999738e-01
15570000;9,999743e-01
15580000;9,999747e-01
15590000;9,999752e-01
15600000;9,999756e-01
15610000;9,999761e-01
15620000;9,999765e-01
15630000;9,999770e-01
15640000;9,999774e-01
15650000;9,999779e-01
15660000;9,999784e-01
15670000;9,999788e-01
15680000;9,999793e-01
15690000;9,999797e-01
15700000;9,999802e-01
15710000;9,999806e-01
15720000;9,999811e-01
15730000;9,999815e-01
15740000;9,999818e-01
15750000;9,999820e-01
15760000;9,999822e-01
15770000;9,999825e-01
15780000;9,999827e-01
15790000;9,999829e-01
15800000;9,999831e-01
15810000;9,999834e-01
15820000;9,999836e-01
15830000;9,999838e-01
15840000;9,999841e-01
15850000;9,999843e-01
15860000;9,999845e-01
15870000;9,999847e-01
15880000;9,999850e-01
15890000;9,999852e-01
15900000;9,999854e-01
15910000;9,999856e-01
15920000;9,999859e-01
15930000;9,999861e-01
15940000;9,999863e-01
15950000;9,999866e-01
15960000;9,999868e-01
15970000;9,999870e-01
15980000;9,999872e-01
15990000;9,999875e-01
16000000;9,999877e-01
16010000;9,999879e-01
16020000;9,999882e-01
16030000;9,999884e-01
16040000;9,999886e-01
16050000;9,999888e-01
16060000;9,999891e-01
16070000;9,999893e-01
16080000;9,999895e-01
16090000;9,999897e-01
16100000;9,999900e-01
16110000;9,999902e-01
16120000;9,999904e-01
16130000;9,999907e-01
16140000;9,999909e-01
16150000;9,999911e-01
16160000;9,999913e-01
16170000;9,999916e-01
16180000;9,999918e-01
16190000;9,999920e-01
16200000;9,999923e-01
16210000;9,999925e-01
16220000;9,999927e-01
16230000;9,999929e-01
16240000;9,999932e-01
16250000;9,999934e-01
16260000;9,999936e-01
16270000;9,999938e-01
16280000;9,999941e-01
16290000;9,999943e-01
16300000;9,999945e-01
16310000;9,999948e-01
16320000;9,999950e-01
16330000;9,999952e-01
16340000;9,999954e-01
16350000;9,999957e-01
16360000;9,999959e-01
16370000;9,999961e-01
16380000;9,999964e-01
16390000;9,999966e-01
16400000;9,999968e-01
16410000;9,999970e-01
16420000;9,999973e-01
16430000;9,999975e-01
16440000;9,999977e-01
16450000;9,999980e-01
16460000;9,999982e-01
16470000;9,999984e-01
16480000;9,999986e-01
16490000;9,999989e-01
16500000;9,999991e-01
16510000;9,999993e-01
16520000;9,999995e-01
16530000;9,999998e-01
16540000;1,000000e+00
16550000;1,000000e+00
16560000;1,000000e+00
16570000;1,000000e+00
16580000;1,000000e+00
16590000;1,000000e+00
16600000;1,000000e+00
16610000;1,000000e+00
16620000;1,000000e+00
16630000;1,000000e+00
16640000;1,000000e+00
16650000;1,000000e+00
16660000;1,000000e+00
16670000;1,000000e+00
16680000;1,000000e+00
16690000;1,000000e+00
16700000;1,000000e+00
16710000;1,000000e+00
16720000;1,000000e+00
16730000;1,000000e+00
16740000;1,000000e+00
16750000;1,000000e+00
16760000;1,000000e+00
16770000;1,000000e+00
16780000;1,000000e+00
16790000;1,000000e+00
16800000;1,000000e+00
16810000;1,000000e+00
16820000;1,000000e+00
16830000;1,000000e+00
16840000;1,000000e+00
16850000;1,000000e+00
16860000;1,000000e+00
16870000;1,000000e+00
16880000;1,000000e+00
16890000;1,000000e+00
16900000;1,000000e+00
16910000;1,000000e+00
16920000;1,000000e+00
16930000;1,000000e+00
16940000;1,000000e+00
16950000;1,000000e+00
16960000;1,000000e+00
16970000;1,000000e+00
16980000;1,000000e+00
16990000;1,000000e+00
17000000;1,000000e+00
17010000;1,000000e+00
17020000;1,000000e+00
17030000;1,000000e+00
17040000;1,000000e+00
17050000;1,000000e+00
17060000;1,000000e+00
17070000;1,000000e+00
17080000;1,000000e+00
17090000;1,000000e+00
17100000;1,000000e+00
17110000;1,000000e+00
17120000;1,000000e+00
17130000;1,000000e+00
17140000;1,000000e+00
17150000;1,000000e+00
17160000;1,000000e+00
17170000;1,000000e+00
17180000;1,000000e+00
17190000;1,000000e+00
17200000;1,000000e+00
17210000;1,000000e+00
17220000;1,000000e+00
17230000;1,000000e+00
17240000;1,000000e+00
17250000;1,000000e+00
17260000;1,000000e+00
17270000;1,000000e+00
17280000;1,000000e+00
17290000;1,000000e+00
17300000;1,000000e+00
17310000;1,000000e+00
17320000;1,000000e+00
17330000;1,000000e+00
17340000;1,000000e+00
17350000;1,000000e+00
17360000;1,000000e+00
17370000;1,000000e+00
17380000;1,000000e+00
17390000;1,000000e+00
17400000;1,000000e+00
17410000;1,000000e+00
17420000;1,000000e+00
17430000;1,000000e+00
17440000;1,000000e+00
17450000;1,000000e+00
17460000;1,000000e+00
17470000;1,000000e+00
17480000;1,000000e+00
17490000;1,000000e+00
17500000;1,000000e+00
17510000;1,000000e+00
17520000;1,000000e+00
17530000;1,000000e+00
17540000;1,000000e+00
17550000;1,000000e+00
17560000;1,000000e+00
17570000;1,000000e+00
17580000;1,000000e+00
17590000;1,000000e+00
17600000;1,000000e+00
17610000;1,000000e+00
17620000;1,000000e+00
17630000;1,000000e+00
17640000;1,000000e+00
17650000;1,000000e+00
17660000;1,000000e+00
17670000;1,000000e+00
17680000;1,000000e+00
17690000;1,000000e+00
17700000;1,000000e+00
17710000;1,000000e+00
17720000;1,000000e+00
17730000;1,000000e+00
17740000;1,000000e+00
17750000;1,000000e+00
17760000;1,000000e+00
17770000;1,000000e+00
17780000;1,000000e+00
17790000;1,000000e+00
17800000;1,000000e+00
17810000;1,000000e+00
17820000;1,000000e+00
17830000;1,000000e+00
17840000;1,000000e+00
17850000;1,000000e+00
17860000;1,000000e+00
17870000;1,000000e+00
17880000;1,000000e+00
17890000;1,000000e+00
17900000;1,000000e+00
17910000;1,000000e+00
17920000;1,000000e+00
17930000;1,000000e+00
17940000;1,000000e+00
17950000;1,000000e+00
17960000;1,000000e+00
17970000;1,000000e+00
17980000;1,000000e+00
17990000;1,000000e+00
18000000;1,000000e+00
18010000;1,000000e+00
18020000;1,000000e+00
18030000;1,000000e+00
18040000;1,000000e+00
18050000;1,000000e+00
18060000;1,000000e+00
18070000;1,000000e+00
18080000;1,000000e+00
18090000;1,000000e+00
18100000;1,000000e+00
18110000;1,000000e+00
18120000;1,000000e+00
18130000;1,000000e+00
18140000;1,000000e+00
18150000;1,000000e+00
18160000;1,000000e+00
18170000;1,000000e+00
18180000;1,000000e+00
18190000;1,000000e+00
18200000;1,000000e+00
18210000;1,000000e+00
18220000;1,000000e+00
18230000;1,000000e+00
18240000;1,000000e+00
18250000;1,000000e+00
18260000;1,000000e+00
18270000;1,000000e+00
18280000;1,000000e+00
18290000;1,000000e+00
18300000;1,000000e+00
18310000;1,000000e+00
18320000;1,000000e+00
18330000;1,000000e+00
18340000;1,000000e+00
18350000;1,000000e+00
18360000;1,000000e+00
18370000;1,000000e+00
18380000;1,000000e+00
18390000;1,000000e+00
18400000;1,000000e+00
18410000;1,000000e+00
18420000;1,000000e+00
18430000;1,000000e+00
18440000;1,000000e+00
18450000;1,000000e+00
18460000;1,000000e+00
18470000;1,000000e+00
18480000;1,000000e+00
18490000;1,000000e+00
18500000;1,000000e+00
18510000;1,000000e+00
18520000;1,000000e+00
18530000;1,000000e+00
18540000;1,000000e+00
18550000;1,000000e+00
18560000;1,000000e+00
18570000;1,000000e+00
18580000;1,000000e+00
18590000;1,000000e+00
18600000;1,000000e+00
18610000;1,000000e+00
18620000;1,000000e+00
18630000;1,000000e+00
18640000;1,000000e+00
18650000;1,000000e+00
18660000;1,000000e+00
18670000;1,000000e+00
18680000;1,000000e+00
18690000;1,000000e+00
18700000;1,000000e+00
18710000;1,000000e+00
18720000;1,000000e+00
18730000;1,000000e+00
18740000;1,000000e+00
18750000;1,000000e+00
18760000;1,000000e+00
18770000;1,000000e+00
18780000;1,000000e+00
18790000;1,000000e+00
18800000;1,000000e+00
18810000;1,000000e+00
18820000;1,000000e+00
18830000;1,000000e+00
18840000;1,000000e+00
18850000;1,000000e+00
18860000;1,000000e+00
18870000;1,000000e+00
18880000;1,000000e+00
18890000;1,000000e+00
18900000;1,000000e+00
18910000;1,000000e+00
18920000;1,000000e+00
18930000;1,000000e+00
18940000;1,000000e+00
18950000;1,000000e+00
18960000;1,000000e+00
18970000;1,000000e+00
18980000;1,000000e+00
18990000;1,000000e+00
19000000;1,000000e+00
19010000;1,000000e+00
19020000;1,000000e+00
19030000;1,000000e+00
19040000;1,000000e+00
19050000;1,000000e+00
19060000;1,000000e+00
19070000;1,000000e+00
19080000;1,000000e+00
19090000;1,000000e+00
19100000;1,000000e+00
19110000;1,000000e+00
19120000;1,000000e+00
19130000;1,000000e+00
19140000;1,000000e+00
19150000;1,000000e+00
19160000;1,000000e+00
19170000;1,000000e+00
19180000;1,000000e+00
19190000;1,000000e+00
19200000;1,000000e+00
19210000;1,000000e+00
19220000;1,000000e+00
19230000;1,000000e+00
19240000;1,000000e+00
19250000;1,000000e+00
19260000;1,000000e+00
19270000;1,000000e+00
19280000;1,000000e+00
19290000;1,000000e+00
19300000;1,000000e+00
19310000;1,000000e+00
19320000;1,000000e+00
19330000;1,000000e+00
19340000;1,000000e+00
19350000;1,000000e+00
19360000;1,000000e+00
19370000;1,000000e+00
19380000;1,000000e+00
19390000;1,000000e+00
19400000;1,000000e+00
19410000;1,000000e+00
19420000;1,000000e+00
19430000;1,000000e+00
19440000;1,000000e+00
19450000;1,000000e+00
19460000;1,000000e+00
19470000;1,000000e+00
19480000;1,000000e+00
19490000;1,000000e+00
19500000;1,000000e+00
19510000;1,000000e+00
19520000;1,000000e+00
19530000;1,000000e+00
19540000;1,000000e+00
19550000;1,000000e+00
19560000;1,000000e+00
19570000;1,000000e+00
19580000;1,000000e+00
19590000;1,000000e+00
19600000;1,000000e+00
19610000;1,000000e+00
19620000;1,000000e+00
19630000;1,000000e+00
19640000;1,000000e+00
19650000;1,000000e+00
19660000;1,000000e+00
19670000;1,000000e+00
19680000;1,000000e+00
19690000;1,000000e+00
19700000;1,000000e+00
19710000;1,000000e+00
19720000;1,000000e+00
19730000;1,000000e+00
19740000;1,000000e+00
19750000;1,000000e+00
19760000;1,000000e+00
19770000;1,000000e+00
19780000;1,000000e+00
19790000;1,000000e+00
19800000;1,000000e+00
19810000;1,000000e+00
19820000;1,000000e+00
19830000;1,000000e+00
19840000;1,000000e+00
19850000;1,000000e+00
19860000;1,000000e+00
19870000;1,000000e+00
19880000;1,000000e+00
19890000;1,000000e+00
19900000;1,000000e+00
19910000;1,000000e+00
19920000;1,000000e+00
19930000;1,000000e+00
19940000;1,000000e+00
19950000;1,000000e+00
19960000;1,000000e+00
19970000;1,000000e+00
19980000;1,000000e+00
19990000;1,000000e+00
